String: 010101001
13,12,{q1;q5;q6},0,{q1;q2;q7}
14,6,{q1;q2;q7},0,{q1;q2;q3}
Rejected
String: 11111111111
1,1,{q1},1,{q1;q5}
2,11,{q1;q5},1,{q1;q5;q6}
3,13,{q1;q5;q6},1,{q1;q5;q6}
4,13,{q1;q5;q6},1,{q1;q5;q6}
5,13,{q1;q5;q6},1,{q1;q5;q6}
6,13,{q1;q5;q6},1,{q1;q5;q6}
7,13,{q1;q5;q6},1,{q1;q5;q6}
8,13,{q1;q5;q6},1,{q1;q5;q6}
9,13,{q1;q5;q6},1,{q1;q5;q6}
10,13,{q1;q5;q6},1,{q1;q5;q6}
11,13,{q1;q5;q6},1,{q1;q5;q6}
Rejected
String: 10000000000
1,1,{q1},1,{q1;q5}
2,10,{q1;q5},0,{q1;q2}
3,2,{q1;q2},0,{q1;q2;q3}
4,4,{q1;q2;q3},0,{q1;q2;q3}
5,4,{q1;q2;q3},0,{q1;q2;q3}
6,4,{q1;q2;q3},0,{q1;q2;q3}
7,4,{q1;q2;q3},0,{q1;q2;q3}
8,4,{q1;q2;q3},0,{q1;q2;q3}
9,4,{q1;q2;q3},0,{q1;q2;q3}
10,4,{q1;q2;q3},0,{q1;q2;q3}
11,4,{q1;q2;q3},0,{q1;q2;q3}
Rejected
String: 1
1,2,q0,1,q1
Rejected
String: 2
1,4,q0,2,q2
Rejected
String: 4
1,8,q0,4,q4
Rejected
String: 786
1,5,q0,7,q2
2,27,q2,8,q0
3,3,q0,6,q1
Rejected
String: 916735
1,9,q0,9,q4
2,42,q4,1,q0
3,3,q0,6,q1
4,15,q1,7,q3
5,36,q3,3,q1
6,11,q1,5,q1
Rejected
String: 900012
1,9,q0,9,q4
2,40,q4,0,q4
3,40,q4,0,q4
4,40,q4,0,q4
5,42,q4,1,q0
6,4,q0,2,q2
Rejected
String: 5
1,1,q0,5,q0
Accepted
String: 0
1,0,q0,0,q0
Accepted
String: 50
1,1,q0,5,q0
2,0,q0,0,q0
Accepted
String: 1234
1,2,q0,1,q1
2,14,q1,2,q3
3,36,q3,3,q1
4,18,q1,4,q0
Accepted
String: 32
1,6,q0,3,q3
2,34,q3,2,q0
Accepted
String: 5555
1,1,q0,5,q0
2,1,q0,5,q0
3,1,q0,5,q0
4,1,q0,5,q0
Accepted
String: 91
1,9,q0,9,q4
2,42,q4,1,q0
Accepted
String: 78
1,5,q0,7,q2
2,27,q2,8,q0
Accepted
String: 7864
1,5,q0,7,q2
2,27,q2,8,q0
3,3,q0,6,q1
4,18,q1,4,q0
Accepted
